,tweet,label,score
24,"Lets catch up.  I live in SW Florida, hit by the Ian Hurricane. Many lessons to be learned, evacuate 2 weeks prior the storms arrival.  Have credit cards handy.  Wish travel insurance for this purpose was sold. A flight restriction can become a damper so have a car accessible.",NEGATIVE,0.9918286204338074
25,F 150 LIGHTNING POWERS OVER HURRICANE IAN ON SANIBEL ISLAND  https://t.co/v4v3Lgv95L via @YouTube,POSITIVE,0.9124297499656677
26,’Gator Crusader’s unique touch helped animals during Hurricane Ian  https://t.co/dL2pos9h3t via @accuweather,POSITIVE,0.9941179752349854
27,Reports from Cuba: Trunks and branches felled by Hurricane Ian remain on the streets of Havana   https://t.co/DITkGzXRWH  https://t.co/LE0nsqN0pe,NEGATIVE,0.9894763231277466
28,"PORT CHARLOTTE — Hurricane Ian made the lack of affordable and subsidized housing worse, members of the Charlotte County Affordable Housing Advisory Committee believe.  https://t.co/jdqa7R086X",NEGATIVE,0.9993098974227905
29,"PORT CHARLOTTE — Hurricane Ian made the lack of affordable and subsidized housing worse, members of the Charlotte County Affordable Housing Advisory Committee believe.  https://t.co/NmRI7rX2oF",NEGATIVE,0.9993228912353516
30,"PORT CHARLOTTE — Hurricane Ian made the lack of affordable and subsidized housing worse, members of the Charlotte County Affordable Housing Advisory Committee believe.  https://t.co/x5CtoZ2CjD",NEGATIVE,0.9993207454681396
31,"PORT CHARLOTTE — Hurricane Ian made the lack of affordable and subsidized housing worse, members of the Charlotte County Affordable Housing Advisory Committee believe.  https://t.co/TGZFafIF9w",NEGATIVE,0.9993602633476257
32,What a great event and evening. Humbled of all the people of a destructive event of #HurricaneIan that will be helped #TheMatchGolf So great to see you on the course ⛳️ Look forward to many more❣️,POSITIVE,0.9996896982192993
33,Congrats to #TheMatch for raising 2.6M for Hurricane Ian relief.,POSITIVE,0.9932077527046204
34,"And that’s a wrap with 8 birdies total, but $250k sounds much nicer! We’re rounding up for hurricane Ian relief. Awesome job @justinthomas34 &amp; @jordanspieth! 👏 #CapitalOnesTheMatch #oneLineage #LineageForGood",POSITIVE,0.9982757568359375
35,"@McIlroyRory @TigerWoods @JordanSpieth @JustinThomas34 thank you so much for all the money you raised tonight in The Match. Your time and efforts are going to help everyone suffering from Hurricane Ian. Living in Fort Myers, I can tell you it’s going to help our area so much.",POSITIVE,0.9995844960212708
36,@bennyjohnson OMG. LEAVE our country 🇺🇸🇺🇸🇺🇸🇺🇸,NEGATIVE,0.9982738494873047
37,@RummaTumTums @DineshDSouza @Twitter LMAO!!!! Unfortunately our government and some corporations seem to be that ridiculous with their equity/inclusion policies. Just ask our VP Harris who stated help would be given to Hurricane Ian victims based on equity not need.,NEGATIVE,0.9996294975280762
38,"Officials in Lee County, Florida, delayed issuing an evacuation order, which may have contributed to catastrophic consequences as the death toll from Hurricane Ian continues to climb.   https://t.co/rujv8eHN3i 01",NEGATIVE,0.9978252649307251
39,"Pelican Golf Club will play host after sunset. To learn more about the course here are Five Things to Know.   Over the course of the match,   Donations will be made via special challenges to Hurricane Ian relief efforts after the effects of the storm on Florida's Gulf Coast.  https://t.co/NHgSANDYMF",POSITIVE,0.9229744076728821
40,We have a marvelous First Family here in Florida. #HurricaneIan,POSITIVE,0.9997811913490295
41,@Boo997 What country is that babes?,NEGATIVE,0.9953926801681519
42,Charles Barkley is awesome commentating  the match.   Continues to mention all the help for Hurricane Ian.  The players are awesome mic Ed up.,POSITIVE,0.9998124241828918
43,Orlando Reporter Saves Nurse Trapped in Car During Hurricane Ian  https://t.co/33z1xtRWAr  Please subscribe: @juanbflores  https://t.co/9F9LQrTTga,NEGATIVE,0.9628799557685852
44,"@TWlegion @LIVGolfInv Tonight Tiger, Rory, Justin &amp; Jordan are playing The Match. The proceeds go to Hurricane Ian relief.",POSITIVE,0.9916207790374756
45,"After Ian's destruction, one man's hunt for treasure on Hammock Beach in St. Augustine led to a valuable discovery and a heartwarming journey amid the hurricane's aftermath. 💍  https://t.co/sCqqtpu0mv",POSITIVE,0.9996135830879211
46,"Watching Rory, JT, Jordan , and Tiger play The Match on a Saturday night is just great. Thank you to them for raising so much money for us suffering from the damage from Hurricane Ian. Thank you TBS for broadcasting this great event.",POSITIVE,0.9998223185539246
47,@rossacrosswi The hacks at @wisconsin_now won't mention this one,NEGATIVE,0.9825595617294312
48,@AnnaKellyWI @wisgop @PaulFarrowWi @AndrewHittGOP @BrianSchimming  https://t.co/MdjnliJuV2,NEGATIVE,0.9885638952255249
49,"The latest forecast calls for about 18 million boxes of oranges to be produced in 2022-23 in the state, compared with agency estimates of 28 million in October that did not account for damage caused by Hurricanes Ian and Nicole.  https://t.co/mkV1rWBCmD",NEGATIVE,0.9968268275260925
50,"A 123-page bill was filed Friday night, less than three days before lawmakers begin a special session on insurance, property tax relief for Hurricane Ian victims and reducing tolls for frequent commuters.  https://t.co/8iVJq023lR",NEGATIVE,0.9835885763168335
51,"@hrkbenowen Needed one. During hurricane Ian its the only thing that worked. Cell service was out forever, we had no communication with the outside world.",NEGATIVE,0.9992833733558655
52,NOAA launches first of its kind drone in Hurricane Ian to research areas unsafe for Hurricane Hunters  https://t.co/Z7CpaRkM62,NEGATIVE,0.9559687972068787
53,"On Wednesday, the National Oceanographic and Atmospheric Administration researchers flew a drone into Hurricane Ian to collect weather measurements in a part of the storm too dangerous for Hurricane Hunters. # # # # # # # # # #   https://t.co/Z7CpaRkM62",NEGATIVE,0.9902290105819702
54,This 2BR 2BA Home sustained  little external damage but was flooded by Hurricane Ian and the floors are unstable. Partial mitigation of damages in this 2 br 2 ba home. two enclosed Lanais the second with a cute little laundry room/ shed adjoining.  Old Bridge Village is a...  https://t.co/bGhIYLZfgG,NEGATIVE,0.9852541089057922
55,A nonprofit out of St. Pete is flying toys to kids ages 5-17 who have been impacted by Hurricane Ian   https://t.co/Zu6HLpfDbg,NEGATIVE,0.8832537531852722
56,"If you live on a boat – and it was your primary residence before and during Hurricane Ian – and sustained hurricane damage, you may quality for federal assistance, FEMA recently announced.   https://t.co/Yohfkn7uc3",NEGATIVE,0.9871613383293152
57,"@umichvoter Yes, I think Hurricane Ian also affected turnout this cycle as well.  But the DLCC was in a similar road in 2010/2014 when they did badly at the state level, and found ways to turn it around by investing and ramping up fundraising. FL Dems should take the DLCC's advice.",NEGATIVE,0.97154700756073
58,"Michael Womer surrounded himself with alligators as Hurricane Ian barreled toward Florida, and his unconventional method helped the animals stay calm during the historic storm. 🐊  https://t.co/IW2XC4TtPN",POSITIVE,0.9955596923828125
59,Live on a boat? You may qualify for FEMA assistance after Hurricane Ian   https://t.co/qvQHtGDdBn,NEGATIVE,0.9912988543510437
60,"#TheMatch2022 Live, under the lights in Florida on #TNT. Spieth and Thomas vs. Rory and Tiger. If you are not watching, you are missing out!  Great fun to raise funds for those who suffered loss from Hurricane Ian. (warm in FL, cold in ""sunny Cali"" 😦) Miss u Florida!!",POSITIVE,0.9942558407783508
61,@VerizonSupport Definate 100 % Failure with Hurricane IAN . Left us with No service for Days. And no I am not going to reach out. You used to be good but not anymore. And the overall attitude of VZW is not for the cust. Just look at your Sub churn and retainment rates.,NEGATIVE,0.9986132383346558
62,We’re up to $50k donated to hurricane Ian relief from 5 birdies scored at #CapitalOnesTheMatch! #oneLineage  https://t.co/uDkgPhpS56,NEGATIVE,0.983649730682373
63,@armstrong8785 Fort Myers Beach + Hurricane IAN,POSITIVE,0.9667947292327881
64,Shocking photos show Hurricane Ian's devastating legacy two months on  https://t.co/uIntM02dwR,NEGATIVE,0.9603257775306702
65,"After Hurricane Ian tore through town, many local restaurants reopened within hours, days or weeks. But some favorites won’t return.  https://t.co/883kjwfQkH",NEGATIVE,0.9919945001602173
66,"After Hurricane Ian tore through town, many local restaurants reopened within hours, days or weeks. But some favorites won’t return.  https://t.co/pCPS56kcLw",NEGATIVE,0.9926664233207703
67,"After Hurricane Ian tore through town, many local restaurants reopened within hours, days or weeks. But some favorites won’t return.  https://t.co/6O2Zzts8lj",NEGATIVE,0.9919994473457336
68,"After Hurricane Ian tore through town, many local restaurants reopened within hours, days or weeks. But some favorites won’t return.  https://t.co/uMe4ZXCIE5",NEGATIVE,0.9923385381698608
69,"@Pauly0x Hurricane Ian help, need something to help provide for family . Lost everything. Belongs, cars, house, FEMA sucks!",NEGATIVE,0.9987460374832153
70,we got our  solar panels installed last week just in time for steady rain (hurricane Ian)....😉,NEGATIVE,0.9266734719276428
71,👏 👏 👏 This is why us Floridians   L❤️VE our FL Governor and First Lady. Thank you! #HurricaneIan,POSITIVE,0.9976478219032288
72,Well on our way to our goal of $250k for hurricane Ian relief! 😅 #CapitalOnesTheMatch #oneLineage  https://t.co/svq9Be35Iw,NEGATIVE,0.8269714117050171
73,"In #fortmyers helping with demo and whatever I can after #hurricaneian. This area needs more help than what is here. #fortmyersbeach #florida #ihatesnow #beachbum @ Ft. Myers, FL  https://t.co/ZUQ1xEZvc6",NEGATIVE,0.9988190531730652
74,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/0pijqhOmhZ,NEGATIVE,0.9979901313781738
75,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/sa9rEn6Jsn,NEGATIVE,0.997816801071167
76,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/8P8KpGO1ez,NEGATIVE,0.9977557063102722
77,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/dc8fEcJqVc,NEGATIVE,0.9978824257850647
78,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/uY4ntCwaK9,NEGATIVE,0.9977881908416748
79,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/p1s5aVfu2v,NEGATIVE,0.9978353381156921
80,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/NFppVpVdyU,NEGATIVE,0.9977726340293884
81,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/KY2xhWD3t7,NEGATIVE,0.9977115392684937
82,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/EdVlj5a1dh,NEGATIVE,0.9977114200592041
83,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/pwPKJd4IUS,NEGATIVE,0.9979209303855896
84,@MMehsk  https://t.co/f2z0VEZpep,NEGATIVE,0.9929023385047913
85,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/A73hW5Q5jZ,NEGATIVE,0.9978006482124329
86,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/ATakFIYl2v,NEGATIVE,0.9979116320610046
87,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/5jUpZ0KNX5,NEGATIVE,0.9976649284362793
88,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/BFw4nMLlbf,NEGATIVE,0.9978587031364441
89,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/xwtiiEQAKQ,NEGATIVE,0.9978148937225342
90,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/KcoIep5lhS,NEGATIVE,0.9977537989616394
91,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/vvRlZEA2A6,NEGATIVE,0.9977412223815918
92,Florida's aging infrastructure unleashed untold gallons of raw sewage during and weeks after Hurricane Ian. Many disgusted &amp; frustrated residents are asking how did this happen? ✍ by @jwayenviro @DavidBauerlein @amyswfl  https://t.co/jrbWWTCsjV,NEGATIVE,0.9979658126831055
93,"The 123-page bill was filed Friday night, less than three days before lawmakers begin a special session on insurance, property tax relief for Hurricane Ian victims and reducing tolls for frequent commuters.  https://t.co/FhfUAfnPbJ",NEGATIVE,0.9843801259994507
94,You’re not a hardworking American. You’re a liar and a thief. How much did you steal from Medicare? How much did you steal from your constituents during Hurricane Ian?,NEGATIVE,0.9919031262397766
95,Live on a boat? You may qualify for FEMA assistance after Hurricane Ian  https://t.co/dplntO1CMq,NEGATIVE,0.9906206130981445
96,Live on a boat? You may qualify for FEMA assistance after Hurricane Ian  https://t.co/7vughWuPE5,NEGATIVE,0.9928154945373535
97,Live on a boat? You may qualify for FEMA assistance after Hurricane Ian  https://t.co/01ucmhs9GS,NEGATIVE,0.9919000864028931
98,#HurricaneIan #FloridaDisasterFund,NEGATIVE,0.9940781593322754
99,Excited to be at The Match tonight with First Lady @CaseyDeSantis and the best of the best in golf to watch them raise money for the Florida Disaster Fund.  Help those impacted by Hurricane Ian by texting DISASTER to 20222 or visiting  https://t.co/66qncYhHNV.  https://t.co/xlsOpfwNuM,POSITIVE,0.9817806482315063
100,Just found out #FEMA will not be providing trailers for those families who lost their homes in a flood zone after #hurricane_ian #swflorida 😡🍀,NEGATIVE,0.99937504529953
101,Hurricane Ian was seen as some of the best comms experiences I have observed between state government and its constituents. People got and shared information at record speeds. Bridges were being built on time. Regular and highly accurate updates in the receipts too.,POSITIVE,0.9993777275085449
102,"Officials in Lee County, Florida, delayed issuing an evacuation order, which may have contributed to catastrophic consequences as the death toll from Hurricane Ian continues to climb.   https://t.co/rujv8eHN3i 02",NEGATIVE,0.9977973699569702
103,Watch: Tampa Bay drained of water by Hurricane Ian CNN Meteorologist Derek Van Dam shows how water has receded from Florida coastlines ahead of Hurricane Ian's record storm surge.  https://t.co/DlqSCZx5fW - RSS Channel - HP  https://t.co/Yyue2eJdRg #movies,NEGATIVE,0.9537510871887207
104,"@MAbshernwca @WholeMarsBlog That’s your problem, you only see today and I see tomorrow. Lithium is about gone as solid state will replace them like lithium replaced nicad. Look at all the evs catching fire after being flooded during hurricane Ian, gas cars don’t catch fire when flooded.",NEGATIVE,0.9984319806098938
105,How much money has Ukraine given to the Hurricane Ian relief fund? $0,NEGATIVE,0.9960640072822571
106,"@Xfinity THREE hours of my Saturday WASTED to get a credit for services we did not receive. #HurricaneIan 9/28 - by 10/09 all neighbors were connected. Not us! No svc updates, I returned ALL equip 10/09. U want me to pay MORE!!??? #Xfinityaretheives",NEGATIVE,0.9990636706352234
107,I sure miss my home. I never imagined this would happen.  #HOUSERAISING #SEMINOLECOUNTY #HURRICANEIAN #FLOODEDHOME  https://t.co/Vf2FZS1MzQ,NEGATIVE,0.9973024129867554
108,@GwenieThinks Send some to Florida please. We haven't had a drop since Hurricane Ian last month.,POSITIVE,0.5789899826049805
109,🌴 Post-Hurricane-Ian: We're Rebuilding &amp; Keeping 'Old Florida' Alive! ☀️ -  https://t.co/xRts7vSHAY  https://t.co/MuWnh7E7ZD,POSITIVE,0.964652419090271
110,What happened to the money desatan's wife collected to allegedly help #HurricaneIan #HurricaneJulia victims in Florida? Has any of it gone to anyone affected by the storms? @WESH @MiamiHerald @orlandosentinel @SunSentinel,NEGATIVE,0.9991289973258972
111,Reports from Cuba: Trunks and branches felled by Hurricane Ian remain on the streets of Havana   https://t.co/DITkGzXRWH  https://t.co/Rywj5q7eN9,NEGATIVE,0.9900845289230347
112,@pottacoffi @NoLayingUp To discuss raising money for hurricane Ian relief. The reason for having the Match.,POSITIVE,0.9047762751579285
113,@truTV putting #humantrafficking &amp; #fundraising #fraud in Prime Time with @GovRonDeSantis &amp; @CaseyDeSantis ! #TheMatch  @PGATOUR #HurricaneIan,NEGATIVE,0.9965344667434692
114,We are praying for a Christmas Miracle.   We need to get back in our home.  Our Home was damaged from Hurricane Ian.  If you can help us get our home back it would be the biggest blessing.    https://t.co/QnnVsOX4oC #jesusisthereason #christmashope #christmasgiving #christmashelp,NEGATIVE,0.5325413346290588
115,@im_anonhuman I lost my mom 2 months ago just after hurricane Ian,NEGATIVE,0.9962878227233887
116,That’s Tiger’s golf cart for The Match tonight. It sold for $150k via auction benefiting Hurricane Ian relief efforts. #TheMatch  https://t.co/gofeQgm9QH,NEGATIVE,0.9776527881622314
117,Low Flood Insurance Rates Will Compound Costs of Hurricane Ian - Only 1 in 5 homes had flood insurance in Florida's southwest area #HurricaneIan  https://t.co/4vkacQMzsZ 01,NEGATIVE,0.997982382774353
118,"Out by our mangled fence in the back yard by the big stump of a beloved mango tree, grew something of beauty!  Not planted by us but now to be enjoyed by us! #HurricaneIan  https://t.co/bNzEMEb4Qb",POSITIVE,0.9996219873428345
119,"🎅🏻Sign-Up to be a Secret Santa for a Child in Need: Send a gift directly to a child/children whose families have been evicted/facing eviction, are unemployed, severely disabled, or have been impacted and/or displaced by #Hurricane Ian.  Email: 2millionstrongfla@gmail.com",NEGATIVE,0.9944315552711487
120,Tiger &amp; Rory vs Jordan &amp; JT play under the big lights benefitting Hurricane Ian relief. And Sir Charles Barkley! Tune in now for the fun.,POSITIVE,0.9996814727783203
121,On Saturdays we work hard out in the field cleaning and mucking houses 🪓  But on Saturday nights Tatille let’s his hair out and follows the music  🎶   #NFT #BayouPeeps #disasterrelief #HurricaneIan #GoCajunNavy  https://t.co/MLIFVymYvI,NEGATIVE,0.9893771409988403
122,"U.P. bike shop owner killed in traffic *crash.   ""He had driven down there that day [to Florida from Michigan] to hand out free bicycles to kids displaced by Hurricane Ian in September. And so his last gesture encapsulated his life’s purpose.""   #RestInPower",POSITIVE,0.9893863201141357
123,@Lmcwhort11 @ctosterhout @TheOneCA2021 @RadioFreeTom Personally I don’t see Evs ever being replaced at least in that time period. We just saw with hurricane Ian what happens to EVs if they get a little wet. I’m happy with my car it’s cheap and probably won’t die soon.,NEGATIVE,0.8372215032577515
124,10/ 📰 @ArbolMarket publishes “Arbol’s parametric catastrophe reinsurance solution delivers one of the first payouts for Hurricane Ian damages” covering how Arbol was able to deliver a $10M payout just three weeks after Hurricane Ian departed the US. #MRV  https://t.co/GYwskqu1cE,NEGATIVE,0.8963290452957153
125,"What the fuck is the ""Midwest Patrol"" and why are there suddenly so many in Duluth?",NEGATIVE,0.9992831349372864
126,"Congressional candidate DeAnna Lorraine &amp; Lauren Witzke, who was the Delaware GOP's senate candidate, agree that Hurricane Ian is the deep state using ""weather manipulation technology"" to punish DeSantis for not enacting a vaccine mandate in Florida.   https://t.co/C3w33SNbH6 01",NEGATIVE,0.9810102581977844
127,"@EthanEmeryWX @WxSils @Main_Event_Wx @DariusWNKY @ScottBWxNews40 @NWSLouisville In the past 12 mo., 2 of my homes away from home have been drastically changed, BWG a yr. ago, &amp; SWFL this past Sept. w/ #HurricaneIan. It’s tough to see places that hold a place in your ❤️ be changed that way, so I can’t imagine how it is for people who call these places home.",NEGATIVE,0.995061457157135
128,HAPPENING NOW! Who is ready for some action at #CapitalOnesTheMatch? Terry Kennelly and his team have set the stage for what promises to be an epic event benefiting the victims of Hurricane Ian. @PelicanGolfClub #Excalibur #SolutionsPeople @TNTDrama  https://t.co/8zD7xGnZ1I,POSITIVE,0.9912881255149841
129,"Billions for Ukraine dictatorship, nukes for Iran but Americans get ….. the middle finger.   Biden Regime Denies Gov. DeSantis' Request for Emergency Funds for Hurricane Ian Victims  https://t.co/t1A35bB5wi via @pamelageller",NEGATIVE,0.9913821816444397
130,"During this Christmas season, please consider donating to my friend @AGuyNamedMacks. Hurricane Ian damaged his family’s home in October &amp; any help would be greatly appreciated. If you can’t donate, please share &amp; rt. Max is one of the best people I know  https://t.co/JlH0vC0JY9",POSITIVE,0.9992719292640686
131,Your Key West Staycation Destination  https://t.co/qSzu9ZDS3k . . #keywest #keywestflorida #florida #hurricaneian #swflstrong #fmbstrong #sanibelstrong #floridakeys #conchrepublic #travel #travelflorida #staycation,NEGATIVE,0.9875423312187195
132,"""The trees felled by Hurricane Ian in Havana, more than two months ago, seem to be nobody’s problem.""  Reports from Cuba: Trunks and branches felled by Hurricane Ian remain on the streets of Havana -  https://t.co/aViQsXmvPY  https://t.co/QDvZBjde4L",NEGATIVE,0.9894447922706604
133,@SpoolandThimble @sewzinski Hurricane Ian 😢,NEGATIVE,0.8877274394035339
134,"@alex_garavalia3 Sir, you’re the one that enjoys watching soccer",POSITIVE,0.9993312358856201
135,[Article] LYNYRD SKYNYRD-Headlined Hurricane Ian Benefit Concert Generates Over $1.5 Million For Relief - via @BLABBERMOUTHNET   https://t.co/qC54kOuHzI,NEGATIVE,0.7929975986480713
136,[Article] LYNYRD SKYNYRD-Headlined Hurricane Ian Benefit Concert Generates Over $1.5 Million For Relief - via @BLABBERMOUTHNET   https://t.co/5dwEWhQhLh,NEGATIVE,0.7916705012321472
137,Every year I get humbled trying to wrap Christmas gifts like I’m god awful at it,NEGATIVE,0.9912273287773132
138,"Ukraine, Hurricane Ian, Queen Elizabeth, Betty White, and Bob Saget are other popular searches, as well as ‘election results.’ #cgtnamerica",POSITIVE,0.9774630069732666
139,"Ukraine, Hurricane Ian, Queen Elizabeth, Betty White, and Bob Saget are other popular searches, as well as ‘election results.’",POSITIVE,0.9953770637512207
140,@Postsemreh @sewzinski Hurricane Ian 😢,NEGATIVE,0.9403614401817322
141,Biden Regime Denies Gov. DeSantis' Request for Emergency Funds for Hurricane Ian Victims - Geller Report  https://t.co/J5r0QJ4rZv,NEGATIVE,0.9901909828186035
142,@PaulStamets You have done some great work. Have followed for many years. Lots of fallen oak after hurricane Ian here. Will be inoculating logs with Hericium. Have grown on sawdust in the past. What fabulous tasting stuff and documented health benefits.,POSITIVE,0.9992188215255737
143,Biden Regime Denies Gov. DeSantis' Request for Emergency Funds for Hurricane Ian Victims  https://t.co/5yIcnOwkPj via @pamelageller,NEGATIVE,0.9935553669929504
144,@GinaMuscato My pool cage screens are fixed they got destroyed in Hurricane Ian in September next new roof when the Loan comes in! And tonight I'm getting Five Guys for Dinner I'll share pictures of my Dinner!  Pool cage screens!  https://t.co/krrUiCC1y9,NEGATIVE,0.9913562536239624
145,Shrimp boats piled a top each other #Ian catastrophic hurricane  https://t.co/K1dM3kwIVb,NEGATIVE,0.9965505599975586
